to bend,まがる,曲がる,曲がります,曲がらない,曲がりません,曲がった,曲がりました,曲がらなかった,曲がりませんでした,曲がって,曲がりまして,曲がらなくて,曲がらないで,曲がりませんで,曲がり,曲がったら,曲がりましたら,曲がらなかったら,曲がりませんでしたら,曲がれば,曲がるなら,曲がりますなら,曲がりませば,曲がらなければ,曲がらなくちゃ,曲がらなきゃ,曲がりませんなら,曲がれる,曲がれます,曲がれない,曲がれません,曲がられる,曲がられます,曲がられない,曲がられません,曲がらせる,曲がらす,曲がらせます,曲がらします,曲がらせない,曲がらさない,曲がらせません,曲がらしません,曲がらされません,曲がらされない,曲がらされる,曲がらされます,曲がらせられます,曲がらせられる,曲がらせられない,曲がらせられません,曲がろう,曲がりましょう,曲がるまい,曲がりますまい,曲がるだろう,曲がるでしょう,曲がらないだろう,曲がらないでしょう,曲がったり,曲がりましたり,曲がらなかったり,曲がりませんでしたり,曲がれ,曲がりなさい,曲がるな,曲がりなさるな,お曲がりになる,お曲がりになります,お曲がりする,お曲がりします
to go,まいる,参る,参ります,参らない,参りません,参った,参りました,参らなかった,参りませんでした,参って,参りまして,参らなくて,参らないで,参りませんで,参り,参ったら,参りましたら,参らなかったら,参りませんでしたら,参れば,参るなら,参りますなら,参りませば,参らなければ,参らなくちゃ,参らなきゃ,参りませんなら,参れる,参れます,参れない,参れません,参られる,参られます,参られない,参られません,参らせる,参らす,参らせます,参らします,参らせない,参らさない,参らせません,参らしません,参らされません,参らされない,参らされる,参らされます,参らせられます,参らせられる,参らせられない,参らせられません,参ろう,参りましょう,参るまい,参りますまい,参るだろう,参るでしょう,参らないだろう,参らないでしょう,参ったり,参りましたり,参らなかったり,参りませんでしたり,参れ,参りなさい,参るな,参りなさるな,お参りになる,お参りになります,お参りする,お参りします
to be in time for,まにあう,間に合う,間に合います,間に合わない,間に合いません,間に合った,間に合いました,間に合わなかった,間に合いませんでした,間に合って,間に合いまして,間に合わなくて,間に合わないで,間に合いませんで,間に合い,間に合ったら,間に合いましたら,間に合わなかったら,間に合いませんでしたら,間に合えば,間に合うなら,間に合いますなら,間に合いませば,間に合わなければ,間に合わなくちゃ,間に合わなきゃ,間に合いませんなら,間に合える,間に合えます,間に合えない,間に合えません,間に合われる,間に合われます,間に合われない,間に合われません,間に合わせる,間に合わす,間に合わせます,間に合わします,間に合わせない,間に合わさない,間に合わせません,間に合わしません,間に合わされません,間に合わされない,間に合わされる,間に合わされます,間に合わせられます,間に合わせられる,間に合わせられない,間に合わせられません,間に合おう,間に合いましょう,間に合うまい,間に合いますまい,間に合うだろう,間に合うでしょう,間に合わないだろう,間に合わないでしょう,間に合ったり,間に合いましたり,間に合わなかったり,間に合いませんでしたり,間に合え,間に合いなさい,間に合うな,間に合いなさるな,お間に合いになる,お間に合いになります,お間に合いする,お間に合いします
to turn,まわる,回る,回ります,回らない,回りません,回った,回りました,回らなかった,回りませんでした,回って,回りまして,回らなくて,回らないで,回りませんで,回り,回ったら,回りましたら,回らなかったら,回りませんでしたら,回れば,回るなら,回りますなら,回りませば,回らなければ,回らなくちゃ,回らなきゃ,回りませんなら,回れる,回れます,回れない,回れません,回られる,回られます,回られない,回られません,回らせる,回らす,回らせます,回らします,回らせない,回らさない,回らせません,回らしません,回らされません,回らされない,回らされる,回らされます,回らせられます,回らせられる,回らせられない,回らせられません,回ろう,回りましょう,回るまい,回りますまい,回るだろう,回るでしょう,回らないだろう,回らないでしょう,回ったり,回りましたり,回らなかったり,回りませんでしたり,回れ,回りなさい,回るな,回りなさるな,お回りになる,お回りになります,お回りする,お回りします
to wait,まつ,待つ,待ちます,待たない,待ちません,待った,待ちました,待たなかった,待ちませんでした,待って,待ちまして,待たなくて,待たないで,待ちませんで,待ち,待ったら,待ちましたら,待たなかったら,待ちませんでしたら,待てば,待つなら,待ちますなら,待ちませば,待たなければ,待たなくちゃ,待たなきゃ,待ちませんなら,待てる,待てます,待てない,待てません,待たれる,待たれます,待たれない,待たれません,待たせる,待たす,待たせます,待たします,待たせない,待たさない,待たせません,待たしません,待たされません,待たされない,待たされる,待たされます,待たせられます,待たせられる,待たせられない,待たせられません,待とう,待ちましょう,待つまい,待ちますまい,待つだろう,待つでしょう,待たないだろう,待たないでしょう,待ったり,待ちましたり,待たなかったり,待ちませんでしたり,待て,待ちなさい,待つな,待ちなさるな,お待ちになる,お待ちになります,お待ちする,お待ちします
to polish,みがく,磨く,磨きます,磨かない,磨きません,磨いた,磨きました,磨かなかった,磨きませんでした,磨いて,磨きまして,磨かなくて,磨かないで,磨きませんで,磨き,磨いたら,磨きましたら,磨かなかったら,磨きませんでしたら,磨けば,磨くなら,磨きますなら,磨きませば,磨かなければ,磨かなくちゃ,磨かなきゃ,磨きませんなら,磨ける,磨けます,磨けない,磨けません,磨かれる,磨かれます,磨かれない,磨かれません,磨かせる,磨かす,磨かせます,磨かします,磨かせない,磨かさない,磨かせません,磨かしません,磨かされません,磨かされない,磨かされる,磨かされます,磨かせられます,磨かせられる,磨かせられない,磨かせられません,磨こう,磨きましょう,磨くまい,磨きますまい,磨くだろう,磨くでしょう,磨かないだろう,磨かないでしょう,磨いたり,磨きましたり,磨かなかったり,磨きませんでしたり,磨け,磨きなさい,磨くな,磨きなさるな,お磨きになる,お磨きになります,お磨きする,お磨きします
to be found,みつかる,見つかる,見つかります,見つからない,見つかりません,見つかった,見つかりました,見つからなかった,見つかりませんでした,見つかって,見つかりまして,見つからなくて,見つからないで,見つかりませんで,見つかり,見つかったら,見つかりましたら,見つからなかったら,見つかりませんでしたら,見つかれば,見つかるなら,見つかりますなら,見つかりませば,見つからなければ,見つからなくちゃ,見つからなきゃ,見つかりませんなら,見つかれる,見つかれます,見つかれない,見つかれません,見つかられる,見つかられます,見つかられない,見つかられません,見つからせる,見つからす,見つからせます,見つからします,見つからせない,見つからさない,見つからせません,見つからしません,見つからされません,見つからされない,見つからされる,見つからされます,見つからせられます,見つからせられる,見つからせられない,見つからせられません,見つかろう,見つかりましょう,見つかるまい,見つかりますまい,見つかるだろう,見つかるでしょう,見つからないだろう,見つからないでしょう,見つかったり,見つかりましたり,見つからなかったり,見つかりませんでしたり,見つかれ,見つかりなさい,見つかるな,見つかりなさるな,お見つかりになる,お見つかりになります,お見つかりする,お見つかりします
to face,むかう,向かう,向かいます,向かわない,向かいません,向かった,向かいました,向かわなかった,向かいませんでした,向かって,向かいまして,向かわなくて,向かわないで,向かいませんで,向かい,向かったら,向かいましたら,向かわなかったら,向かいませんでしたら,向かえば,向かうなら,向かいますなら,向かいませば,向かわなければ,向かわなくちゃ,向かわなきゃ,向かいませんなら,向かえる,向かえます,向かえない,向かえません,向かわれる,向かわれます,向かわれない,向かわれません,向かわせる,向かわす,向かわせます,向かわします,向かわせない,向かわさない,向かわせません,向かわしません,向かわされません,向かわされない,向かわされる,向かわされます,向かわせられます,向かわせられる,向かわせられない,向かわせられません,向かおう,向かいましょう,向かうまい,向かいますまい,向かうだろう,向かうでしょう,向かわないだろう,向かわないでしょう,向かったり,向かいましたり,向かわなかったり,向かいませんでしたり,向かえ,向かいなさい,向かうな,向かいなさるな,お向かいになる,お向かいになります,お向かいする,お向かいします
to eat,めしあがる,召し上がる,召し上がります,召し上がらない,召し上がりません,召し上がった,召し上がりました,召し上がらなかった,召し上がりませんでした,召し上がって,召し上がりまして,召し上がらなくて,召し上がらないで,召し上がりませんで,召し上がり,召し上がったら,召し上がりましたら,召し上がらなかったら,召し上がりませんでしたら,召し上がれば,召し上がるなら,召し上がりますなら,召し上がりませば,召し上がらなければ,召し上がらなくちゃ,召し上がらなきゃ,召し上がりませんなら,召し上がれる,召し上がれます,召し上がれない,召し上がれません,召し上がられる,召し上がられます,召し上がられない,召し上がられません,召し上がらせる,召し上がらす,召し上がらせます,召し上がらします,召し上がらせない,召し上がらさない,召し上がらせません,召し上がらしません,召し上がらされません,召し上がらされない,召し上がらされる,召し上がらされます,召し上がらせられます,召し上がらせられる,召し上がらせられない,召し上がらせられません,召し上がろう,召し上がりましょう,召し上がるまい,召し上がりますまい,召し上がるだろう,召し上がるでしょう,召し上がらないだろう,召し上がらないでしょう,召し上がったり,召し上がりましたり,召し上がらなかったり,召し上がりませんでしたり,召し上がれ,召し上がりなさい,召し上がるな,召し上がりなさるな,お召し上がりになる,お召し上がりになります,お召し上がりする,お召し上がりします
to hold,もつ,持つ,持ちます,持たない,持ちません,持った,持ちました,持たなかった,持ちませんでした,持って,持ちまして,持たなくて,持たないで,持ちませんで,持ち,持ったら,持ちましたら,持たなかったら,持ちませんでしたら,持てば,持つなら,持ちますなら,持ちませば,持たなければ,持たなくちゃ,持たなきゃ,持ちませんなら,持てる,持てます,持てない,持てません,持たれる,持たれます,持たれない,持たれません,持たせる,持たす,持たせます,持たします,持たせない,持たさない,持たせません,持たしません,持たされません,持たされない,持たされる,持たされます,持たせられます,持たせられる,持たせられない,持たせられません,持とう,持ちましょう,持つまい,持ちますまい,持つだろう,持つでしょう,持たないだろう,持たないでしょう,持ったり,持ちましたり,持たなかったり,持ちませんでしたり,持て,持ちなさい,持つな,持ちなさるな,お持ちになる,お持ちになります,お持ちする,お持ちします
to say,もうす,申す,申します,申さない,申しません,申した,申しました,申さなかった,申しませんでした,申して,申しまして,申さなくて,申さないで,申しませんで,申し,申したら,申しましたら,申さなかったら,申しませんでしたら,申せば,申すなら,申しますなら,申しませば,申さなければ,申さなくちゃ,申さなきゃ,申しませんなら,申せる,申せます,申せない,申せません,申される,申されます,申されない,申されません,申させる,申さす,申させます,申さします,申させない,申ささない,申させません,申さしません,申さされません,申さされない,申さされる,申さされます,申させられます,申させられる,申させられない,申させられません,申そう,申しましょう,申すまい,申しますまい,申すだろう,申すでしょう,申さないだろう,申さないでしょう,申したり,申しましたり,申さなかったり,申しませんでしたり,申せ,申しなさい,申すな,申しなさるな,お申しになる,お申しになります,お申しする,お申しします
to turn back,もどる,戻る,戻ります,戻らない,戻りません,戻った,戻りました,戻らなかった,戻りませんでした,戻って,戻りまして,戻らなくて,戻らないで,戻りませんで,戻り,戻ったら,戻りましたら,戻らなかったら,戻りませんでしたら,戻れば,戻るなら,戻りますなら,戻りませば,戻らなければ,戻らなくちゃ,戻らなきゃ,戻りませんなら,戻れる,戻れます,戻れない,戻れません,戻られる,戻られます,戻られない,戻られません,戻らせる,戻らす,戻らせます,戻らします,戻らせない,戻らさない,戻らせません,戻らしません,戻らされません,戻らされない,戻らされる,戻らされます,戻らせられます,戻らせられる,戻らせられない,戻らせられません,戻ろう,戻りましょう,戻るまい,戻りますまい,戻るだろう,戻るでしょう,戻らないだろう,戻らないでしょう,戻ったり,戻りましたり,戻らなかったり,戻りませんでしたり,戻れ,戻りなさい,戻るな,戻りなさるな,お戻りになる,お戻りになります,お戻りする,お戻りします
to receive,もらう,貰う,貰います,貰わない,貰いません,貰った,貰いました,貰わなかった,貰いませんでした,貰って,貰いまして,貰わなくて,貰わないで,貰いませんで,貰い,貰ったら,貰いましたら,貰わなかったら,貰いませんでしたら,貰えば,貰うなら,貰いますなら,貰いませば,貰わなければ,貰わなくちゃ,貰わなきゃ,貰いませんなら,貰える,貰えます,貰えない,貰えません,貰われる,貰われます,貰われない,貰われません,貰わせる,貰わす,貰わせます,貰わします,貰わせない,貰わさない,貰わせません,貰わしません,貰わされません,貰わされない,貰わされる,貰わされます,貰わせられます,貰わせられる,貰わせられない,貰わせられません,貰おう,貰いましょう,貰うまい,貰いますまい,貰うだろう,貰うでしょう,貰わないだろう,貰わないでしょう,貰ったり,貰いましたり,貰わなかったり,貰いませんでしたり,貰え,貰いなさい,貰うな,貰いなさるな,お受けになる,お受けになります,頂く,頂きます
to be absent,やすむ,休む,休みます,休まない,休みません,休んだ,休みました,休まなかった,休みませんでした,休んで,休みまして,休まなくて,休まないで,休みませんで,休み,休んだら,休みましたら,休まなかったら,休みませんでしたら,休めば,休むなら,休みますなら,休みませば,休まなければ,休まなくちゃ,休まなきゃ,休みませんなら,休める,休めます,休めない,休めません,休まれる,休まれます,休まれない,休まれません,休ませる,休ます,休ませます,休まします,休ませない,休まさない,休ませません,休ましません,休まされません,休まされない,休まされる,休まされます,休ませられます,休ませられる,休ませられない,休ませられません,休もう,休みましょう,休むまい,休みますまい,休むだろう,休むでしょう,休まないだろう,休まないでしょう,休んだり,休みましたり,休まなかったり,休みませんでしたり,休め,休みなさい,休むな,休みなさるな,お休みになる,お休みになります,お休みする,お休みします
to bake,やく,焼く,焼きます,焼かない,焼きません,焼いた,焼きました,焼かなかった,焼きませんでした,焼いて,焼きまして,焼かなくて,焼かないで,焼きませんで,焼き,焼いたら,焼きましたら,焼かなかったら,焼きませんでしたら,焼けば,焼くなら,焼きますなら,焼きませば,焼かなければ,焼かなくちゃ,焼かなきゃ,焼きませんなら,焼ける,焼けます,焼けない,焼けません,焼かれる,焼かれます,焼かれない,焼かれません,焼かせる,焼かす,焼かせます,焼かします,焼かせない,焼かさない,焼かせません,焼かしません,焼かされません,焼かされない,焼かされる,焼かされます,焼かせられます,焼かせられる,焼かせられない,焼かせられません,焼こう,焼きましょう,焼くまい,焼きますまい,焼くだろう,焼くでしょう,焼かないだろう,焼かないでしょう,焼いたり,焼きましたり,焼かなかったり,焼きませんでしたり,焼け,焼きなさい,焼くな,焼きなさるな,お焼きになる,お焼きになります,お焼きする,お焼きします
to be helpful,やくにたつ,役に立つ,役に立ちます,役に立たない,役に立ちません,役に立った,役に立ちました,役に立たなかった,役に立ちませんでした,役に立って,役に立ちまして,役に立たなくて,役に立たないで,役に立ちませんで,役に立ち,役に立ったら,役に立ちましたら,役に立たなかったら,役に立ちませんでしたら,役に立てば,役に立つなら,役に立ちますなら,役に立ちませば,役に立たなければ,役に立たなくちゃ,役に立たなきゃ,役に立ちませんなら,役に立てる,役に立てます,役に立てない,役に立てません,役に立たれる,役に立たれます,役に立たれない,役に立たれません,役に立たせる,役に立たす,役に立たせます,役に立たします,役に立たせない,役に立たさない,役に立たせません,役に立たしません,役に立たされません,役に立たされない,役に立たされる,役に立たされます,役に立たせられます,役に立たせられる,役に立たせられない,役に立たせられません,役に立とう,役に立ちましょう,役に立つまい,役に立ちますまい,役に立つだろう,役に立つでしょう,役に立たないだろう,役に立たないでしょう,役に立ったり,役に立ちましたり,役に立たなかったり,役に立ちませんでしたり,役に立て,役に立ちなさい,役に立つな,役に立ちなさるな,お役に立ちになる,お役に立ちになります,お役に立ちする,お役に立ちします
to cease,やむ,止む,止みます,止まない,止みません,止んだ,止みました,止まなかった,止みませんでした,止んで,止みまして,止まなくて,止まないで,止みませんで,止み,止んだら,止みましたら,止まなかったら,止みませんでしたら,止めば,止むなら,止みますなら,止みませば,止まなければ,止まなくちゃ,止まなきゃ,止みませんなら,止める,止めます,止めない,止めません,止まれる,止まれます,止まれない,止まれません,止ませる,止ます,止ませます,止まします,止ませない,止まさない,止ませません,止ましません,止まされません,止まされない,止まされる,止まされます,止ませられます,止ませられる,止ませられない,止ませられません,止もう,止みましょう,止むまい,止みますまい,止むだろう,止むでしょう,止まないだろう,止まないでしょう,止んだり,止みましたり,止まなかったり,止みませんでしたり,止め,止みなさい,止むな,止みなさるな,お止みになる,お止みになります,お止みする,お止みします
to do,やる,やる,やります,やらない,やりません,やった,やりました,やらなかった,やりませんでした,やって,やりまして,やらなくて,やらないで,やりませんで,やり,やったら,やりましたら,やらなかったら,やりませんでしたら,やれば,やるなら,やりますなら,やりませば,やらなければ,やらなくちゃ,やらなきゃ,やりませんなら,やれる,やれます,やれない,やれません,やられる,やられます,やられない,やられません,やらせる,やらす,やらせます,やらします,やらせない,やらさない,やらせません,やらしません,やらされません,やらされない,やらされる,やらされます,やらせられます,やらせられる,やらせられない,やらせられません,やろう,やりましょう,やるまい,やりますまい,やるだろう,やるでしょう,やらないだろう,やらないでしょう,やったり,やりましたり,やらなかったり,やりませんでしたり,やれ,やりなさい,やるな,やりなさるな,為さる,為さいます,致す,致します
to shake,ゆれる,ゆれる,ゆれります,ゆれらない,ゆれりません,ゆれった,ゆれりました,ゆれらなかった,ゆれりませんでした,ゆれって,ゆれりまして,ゆれらなくて,ゆれらないで,ゆれりませんで,ゆれり,ゆれったら,ゆれりましたら,ゆれらなかったら,ゆれりませんでしたら,ゆれれば,ゆれるなら,ゆれりますなら,ゆれりませば,ゆれらなければ,ゆれらなくちゃ,ゆれらなきゃ,ゆれりませんなら,ゆれれる,ゆれれます,ゆれれない,ゆれれません,ゆれられる,ゆれられます,ゆれられない,ゆれられません,ゆれらせる,ゆれらす,ゆれらせます,ゆれらします,ゆれらせない,ゆれらさない,ゆれらせません,ゆれらしません,ゆれらされません,ゆれらされない,ゆれらされる,ゆれらされます,ゆれらせられます,ゆれらせられる,ゆれらせられない,ゆれらせられません,ゆれろう,ゆれりましょう,ゆれるまい,ゆれりますまい,ゆれるだろう,ゆれるでしょう,ゆれらないだろう,ゆれらないでしょう,ゆれったり,ゆれりましたり,ゆれらなかったり,ゆれりませんでしたり,ゆれれ,ゆれりなさい,ゆれるな,ゆれりなさるな,おゆれりになる,おゆれりになります,おゆれりする,おゆれりします
to call out (to),よぶ,呼ぶ,呼びます,呼ばない,呼びません,呼んだ,呼びました,呼ばなかった,呼びませんでした,呼んで,呼びまして,呼ばなくて,呼ばないで,呼びませんで,呼び,呼んだら,呼びましたら,呼ばなかったら,呼びませんでしたら,呼べば,呼ぶなら,呼びますなら,呼びませば,呼ばなければ,呼ばなくちゃ,呼ばなきゃ,呼びませんなら,呼べる,呼べます,呼べない,呼べません,呼ばれる,呼ばれます,呼ばれない,呼ばれません,呼ばせる,呼ばす,呼ばせます,呼ばします,呼ばせない,呼ばさない,呼ばせません,呼ばしません,呼ばされません,呼ばされない,呼ばされる,呼ばされます,呼ばせられます,呼ばせられる,呼ばせられない,呼ばせられません,呼ぼう,呼びましょう,呼ぶまい,呼びますまい,呼ぶだろう,呼ぶでしょう,呼ばないだろう,呼ばないでしょう,呼んだり,呼びましたり,呼ばなかったり,呼びませんでしたり,呼べ,呼びなさい,呼ぶな,呼びなさるな,お呼びになる,お呼びになります,お呼びする,お呼びします
to read,よむ,読む,読みます,読まない,読みません,読んだ,読みました,読まなかった,読みませんでした,読んで,読みまして,読まなくて,読まないで,読みませんで,読み,読んだら,読みましたら,読まなかったら,読みませんでしたら,読めば,読むなら,読みますなら,読みませば,読まなければ,読まなくちゃ,読まなきゃ,読みませんなら,読める,読めます,読めない,読めません,読まれる,読まれます,読まれない,読まれません,読ませる,読ます,読ませます,読まします,読ませない,読まさない,読ませません,読ましません,読まされません,読まされない,読まされる,読まされます,読ませられます,読ませられる,読ませられない,読ませられません,読もう,読みましょう,読むまい,読みますまい,読むだろう,読むでしょう,読まないだろう,読まないでしょう,読んだり,読みましたり,読まなかったり,読みませんでしたり,読め,読みなさい,読むな,読みなさるな,お読みになる,お読みになります,拝読する,拝読します
to visit,よる,寄る,寄ります,寄らない,寄りません,寄った,寄りました,寄らなかった,寄りませんでした,寄って,寄りまして,寄らなくて,寄らないで,寄りませんで,寄り,寄ったら,寄りましたら,寄らなかったら,寄りませんでしたら,寄れば,寄るなら,寄りますなら,寄りませば,寄らなければ,寄らなくちゃ,寄らなきゃ,寄りませんなら,寄れる,寄れます,寄れない,寄れません,寄られる,寄られます,寄られない,寄られません,寄らせる,寄らす,寄らせます,寄らします,寄らせない,寄らさない,寄らせません,寄らしません,寄らされません,寄らされない,寄らされる,寄らされます,寄らせられます,寄らせられる,寄らせられない,寄らせられません,寄ろう,寄りましょう,寄るまい,寄りますまい,寄るだろう,寄るでしょう,寄らないだろう,寄らないでしょう,寄ったり,寄りましたり,寄らなかったり,寄りませんでしたり,寄れ,寄りなさい,寄るな,寄りなさるな,お寄りになる,お寄りになります,お寄りする,お寄りします
to be delighted,よろこぶ,喜ぶ,喜びます,喜ばない,喜びません,喜んだ,喜びました,喜ばなかった,喜びませんでした,喜んで,喜びまして,喜ばなくて,喜ばないで,喜びませんで,喜び,喜んだら,喜びましたら,喜ばなかったら,喜びませんでしたら,喜べば,喜ぶなら,喜びますなら,喜びませば,喜ばなければ,喜ばなくちゃ,喜ばなきゃ,喜びませんなら,喜べる,喜べます,喜べない,喜べません,喜ばれる,喜ばれます,喜ばれない,喜ばれません,喜ばせる,喜ばす,喜ばせます,喜ばします,喜ばせない,喜ばさない,喜ばせません,喜ばしません,喜ばされません,喜ばされない,喜ばされる,喜ばされます,喜ばせられます,喜ばせられる,喜ばせられない,喜ばせられません,喜ぼう,喜びましょう,喜ぶまい,喜びますまい,喜ぶだろう,喜ぶでしょう,喜ばないだろう,喜ばないでしょう,喜んだり,喜びましたり,喜ばなかったり,喜びませんでしたり,喜べ,喜びなさい,喜ぶな,喜びなさるな,お喜びになる,お喜びになります,お喜びする,お喜びします
to boil,わかす,沸かす,沸かします,沸かさない,沸かしません,沸かした,沸かしました,沸かさなかった,沸かしませんでした,沸かして,沸かしまして,沸かさなくて,沸かさないで,沸かしませんで,沸かし,沸かしたら,沸かしましたら,沸かさなかったら,沸かしませんでしたら,沸かせば,沸かすなら,沸かしますなら,沸かしませば,沸かさなければ,沸かさなくちゃ,沸かさなきゃ,沸かしませんなら,沸かせる,沸かせます,沸かせない,沸かせません,沸かされる,沸かされます,沸かされない,沸かされません,沸かさせる,沸かさす,沸かさせます,沸かさします,沸かさせない,沸かささない,沸かさせません,沸かさしません,沸かさされません,沸かさされない,沸かさされる,沸かさされます,沸かさせられます,沸かさせられる,沸かさせられない,沸かさせられません,沸かそう,沸かしましょう,沸かすまい,沸かしますまい,沸かすだろう,沸かすでしょう,沸かさないだろう,沸かさないでしょう,沸かしたり,沸かしましたり,沸かさなかったり,沸かしませんでしたり,沸かせ,沸かしなさい,沸かすな,沸かしなさるな,お沸かしになる,お沸かしになります,お沸かしする,お沸かしします
to be understood,わかる,分かる,分かります,分からない,分かりません,分かった,分かりました,分からなかった,分かりませんでした,分かって,分かりまして,分からなくて,分からないで,分かりませんで,分かり,分かったら,分かりましたら,分からなかったら,分かりませんでしたら,分かれば,分かるなら,分かりますなら,分かりませば,分からなければ,分からなくちゃ,分からなきゃ,分かりませんなら,分かれる,分かれます,分かれない,分かれません,分かられる,分かられます,分かられない,分かられません,分からせる,分からす,分からせます,分からします,分からせない,分からさない,分からせません,分からしません,分からされません,分からされない,分からされる,分からされます,分からせられます,分からせられる,分からせられない,分からせられません,分かろう,分かりましょう,分かるまい,分かりますまい,分かるだろう,分かるでしょう,分からないだろう,分からないでしょう,分かったり,分かりましたり,分からなかったり,分かりませんでしたり,分かれ,分かりなさい,分かるな,分かりなさるな,ご承知する,ご承知します,承知する,承知する
"to grow hot (of water, etc.);  to boil",わく,沸く,沸きます,沸かない,沸きません,沸いた,沸きました,沸かなかった,沸きませんでした,沸いて,沸きまして,沸かなくて,沸かないで,沸きませんで,沸き,沸いたら,沸きましたら,沸かなかったら,沸きませんでしたら,沸けば,沸くなら,沸きますなら,沸きませば,沸かなければ,沸かなくちゃ,沸かなきゃ,沸きませんなら,沸ける,沸けます,沸けない,沸けません,沸かれる,沸かれます,沸かれない,沸かれません,沸かせる,沸かす,沸かせます,沸かします,沸かせない,沸かさない,沸かせません,沸かしません,沸かされません,沸かされない,沸かされる,沸かされます,沸かせられます,沸かせられる,沸かせられない,沸かせられません,沸こう,沸きましょう,沸くまい,沸きますまい,沸くだろう,沸くでしょう,沸かないだろう,沸かないでしょう,沸いたり,沸きましたり,沸かなかったり,沸きませんでしたり,沸け,沸きなさい,沸くな,沸きなさるな,お沸きになる,お沸きになります,お沸きする,お沸きします
to laugh,わらう,笑う,笑います,笑わない,笑いません,笑った,笑いました,笑わなかった,笑いませんでした,笑って,笑いまして,笑わなくて,笑わないで,笑いませんで,笑い,笑ったら,笑いましたら,笑わなかったら,笑いませんでしたら,笑えば,笑うなら,笑いますなら,笑いませば,笑わなければ,笑わなくちゃ,笑わなきゃ,笑いませんなら,笑える,笑えます,笑えない,笑えません,笑われる,笑われます,笑われない,笑われません,笑わせる,笑わす,笑わせます,笑わします,笑わせない,笑わさない,笑わせません,笑わしません,笑わされません,笑わされない,笑わされる,笑わされます,笑わせられます,笑わせられる,笑わせられない,笑わせられません,笑おう,笑いましょう,笑うまい,笑いますまい,笑うだろう,笑うでしょう,笑わないだろう,笑わないでしょう,笑ったり,笑いましたり,笑わなかったり,笑いませんでしたり,笑え,笑いなさい,笑うな,笑いなさるな,お笑いになる,お笑いになります,お笑いする,お笑いします
"to ferry across (a river, etc.);  to carry across;  to traverse",わたす,渡す,渡します,渡さない,渡しません,渡した,渡しました,渡さなかった,渡しませんでした,渡して,渡しまして,渡さなくて,渡さないで,渡しませんで,渡し,渡したら,渡しましたら,渡さなかったら,渡しませんでしたら,渡せば,渡すなら,渡しますなら,渡しませば,渡さなければ,渡さなくちゃ,渡さなきゃ,渡しませんなら,渡せる,渡せます,渡せない,渡せません,渡される,渡されます,渡されない,渡されません,渡させる,渡さす,渡させます,渡さします,渡させない,渡ささない,渡させません,渡さしません,渡さされません,渡さされない,渡さされる,渡さされます,渡させられます,渡させられる,渡させられない,渡させられません,渡そう,渡しましょう,渡すまい,渡しますまい,渡すだろう,渡すでしょう,渡さないだろう,渡さないでしょう,渡したり,渡しましたり,渡さなかったり,渡しませんでしたり,渡せ,渡しなさい,渡すな,渡しなさるな,お渡しになる,お渡しになります,お渡しする,お渡しします
to cross over,わたる,渡る,渡ります,渡らない,渡りません,渡った,渡りました,渡らなかった,渡りませんでした,渡って,渡りまして,渡らなくて,渡らないで,渡りませんで,渡り,渡ったら,渡りましたら,渡らなかったら,渡りませんでしたら,渡れば,渡るなら,渡りますなら,渡りませば,渡らなければ,渡らなくちゃ,渡らなきゃ,渡りませんなら,渡れる,渡れます,渡れない,渡れません,渡られる,渡られます,渡られない,渡られません,渡らせる,渡らす,渡らせます,渡らします,渡らせない,渡らさない,渡らせません,渡らしません,渡らされません,渡らされない,渡らされる,渡らされます,渡らせられます,渡らせられる,渡らせられない,渡らせられません,渡ろう,渡りましょう,渡るまい,渡りますまい,渡るだろう,渡るでしょう,渡らないだろう,渡らないでしょう,渡ったり,渡りましたり,渡らなかったり,渡りませんでしたり,渡れ,渡りなさい,渡るな,渡りなさるな,お渡りになる,お渡りになります,お渡りする,お渡りします
to be (usu. of inanimate objects),ある,ある,あります,ない,ありません,あった,ありました,なかった,ありませんでした,あって,ありまして,あらなくて,あらないで,ありませんで,あり,あったら,ありましたら,あらなかったら,ありませんでしたら,あれば,あるなら,ありますなら,ありませば,あらなければ,あらなくちゃ,あらなきゃ,ありませんなら,あれる,あれます,あれない,あれません,あられる,あられます,あられない,あられません,あらせる,あらす,あらせます,あらします,あらせない,あらさない,あらせません,あらしません,あらされません,あらされない,あらされる,あらされます,あらせられます,あらせられる,あらせられない,あらせられません,あろう,ありましょう,あるまい,ありますまい,あるだろう,あるでしょう,あらないだろう,あらないでしょう,あったり,ありましたり,あらなかったり,ありませんでしたり,あれ,ありなさい,あるな,ありなさるな,おありになる,おありになります,おありする,おありします
